genre,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,max_improvement
Soundtrack,Ramin Djawadi,49,0.924,0.11,150373,0.176,0.942,C,0.0575,-16.367,Major,0.0403,67.781,4/4,0.0359,6.904683660759086
Comedy,Big Jay Oakerson,21,0.859,0.462,215308,0.881,8.21e-06,C#,0.752,-8.957,Minor,0.82,99.553,4/4,0.529,14.8384266574474
Anime,RADWIMPS,25,0.0335,0.474,261667,0.843,5.14e-06,F#,0.159,-4.511,Minor,0.0552,176.095,4/4,0.919,8.25350294075683
Children's Music,Toddler Tunes,44,0.864,0.525,45911,0.18,5.47e-06,G#,0.129,-10.779,Major,0.0488,74.757,4/4,0.426,3.2457977297445026
Country,Jackson Browne,60,0.67,0.512,335427,0.342,0.000104,G,0.485,-10.774,Major,0.0351,105.395,4/4,0.305,2.515387589738154
Opera,Johann Adolf Hasse,0,0.913,0.448,169560,0.239,0.584,G#,0.0713,-15.753,Major,0.0355,109.426,4/4,0.785,19.32587325646181
Movie,Randy Newman,33,0.962,0.109,161000,0.0608,0.937,G,0.111,-21.849,Major,0.0407,171.548,4/4,0.0698,7.80645920207942
Jazz,Cameo,51,0.232,0.784,263947,0.715,0.00541,D,0.241,-8.577,Minor,0.0658,92.935,4/4,0.904,7.781444469743787
Jazz,Milt Jackson,40,0.766,0.497,185760,0.369,7.85e-05,C,0.335,-9.58,Minor,0.068,175.881,4/4,0.694,8.259340283891781
R&B,Daniel Caesar,78,0.586,0.649,231964,0.493,0.000167,B,0.0667,-7.645,Minor,0.11,104.542,4/4,0.277,0.8208321341185917
Comedy,Louis Katz,17,0.844,0.453,120280,0.888,0.0,G,0.896,-4.97,Major,0.878,69.425,4/4,0.418,13.406234119603795
Reggae,Los De La Nazza,23,0.479,0.629,205830,0.613,0.0,E,0.126,-7.88,Minor,0.0934,174.053,4/4,0.563,12.29449675949697
Pop,Drake,60,0.00171,0.386,247947,0.488,0.0,C#,0.64,-7.303,Minor,0.422,193.397,4/4,0.217,12.596209047327568
Children's Music,Papa Roach,59,0.0191,0.531,205473,0.956,3.48e-06,D,0.0738,-3.727,Minor,0.109,160.036,4/4,0.629,7.924932969773887
Comedy,Demetri Martin,17,0.868,0.431,544813,0.473,2.03e-05,G,0.691,-13.966,Major,0.478,82.852,4/4,0.54,13.129428170334313
Reggae,Ivy Queen,53,0.283,0.815,183053,0.826,0.0,F,0.256,-5.217,Major,0.155,95.031,4/4,0.737,11.232246417358274
Blues,Wilson Meadows,21,0.0174,0.934,251627,0.708,0.0487,C,0.0739,-2.329,Major,0.0407,115.029,4/4,0.873,17.58055672995031
R&B,Jack Garratt,49,0.197,0.456,195496,0.777,0.0,D#,0.112,-5.97,Major,0.055,102.968,4/4,0.285,6.21271141999394
Ska,Five Iron Frenzy,19,0.14,0.633,184907,0.868,1.06e-06,A,0.311,-5.167,Major,0.038,138.247,4/4,0.918,13.552226817040555
Hip-Hop,Andy Mineo,47,0.356,0.765,331588,0.426,0.0,C#,0.1,-11.31,Minor,0.211,105.058,4/4,0.171,13.546414690143513
Country,Chris Young,47,0.00125,0.472,185747,0.917,0.0,A#,0.124,-5.164,Major,0.0545,74.957,4/4,0.659,7.5569299402358565
Classical,Richard Wagner,30,0.942,0.186,394333,0.17,0.91,C#,0.0669,-14.625,Major,0.0329,86.587,5/4,0.0462,10.007144689755568
Reggae,"Gotay ""El Autentiko""",51,0.256,0.8,275285,0.469,1.08e-06,E,0.112,-9.084,Minor,0.207,100.038,4/4,0.532,3.8952055638500696
Dance,Ciara,66,0.0143,0.577,234040,0.576,0.0,D,0.602,-6.299,Major,0.0563,133.973,4/4,0.12,6.959161200356232
Folk,Sharon Van Etten,51,0.25,0.276,290613,0.328,0.000333,C,0.0871,-9.152,Major,0.0289,72.931,3/4,0.103,10.072534633816966
Soundtrack,Ennio Morricone,50,0.967,0.424,230693,0.212,0.958,D,0.0482,-19.552,Major,0.0275,96.107,3/4,0.183,9.4316083491969
Pop,Boogie,68,0.252,0.792,133307,0.603,0.0,F,0.08,-7.216,Minor,0.362,137.088,4/4,0.515,11.646516906610183
Anime,Nobuo Uematsu,23,0.847,0.449,200107,0.252,0.92,F,0.195,-12.828,Major,0.0321,120.383,3/4,0.222,11.080289133989226
Electronic,Gramatik,31,0.127,0.684,298723,0.798,0.268,G,0.0779,-6.338,Major,0.0736,94.135,4/4,0.576,15.571374430612169
Reggae,Josh Heinrichs,28,0.0703,0.892,211432,0.619,0.0,D#,0.115,-6.308,Minor,0.0604,140.041,4/4,0.852,11.705149112433462
Opera,Giacomo Puccini,9,0.99,0.223,151133,0.034,0.568,G#,0.126,-25.151,Major,0.0554,71.912,5/4,0.0364,18.384915161782086
World,Elevation Worship,45,0.0173,0.471,256240,0.835,0.0,A,0.743,-5.244,Major,0.0456,77.506,4/4,0.283,8.652400473845171
Classical,Franz Joseph Haydn,25,0.981,0.105,395280,0.0713,0.873,G,0.142,-25.104,Major,0.0506,64.354,4/4,0.117,12.298270436377882
Movie,Chorus - Sleeping Beauty,16,0.97,0.184,102547,0.263,0.149,A#,0.32,-11.924,Major,0.0322,176.338,3/4,0.469,13.179190811712871
Classical,The Tallis Scholars,33,0.994,0.215,319777,0.157,2.5e-05,E,0.0623,-19.617,Minor,0.0453,112.366,4/4,0.0603,5.111438076927972
World,Brian Johnson,32,0.194,0.347,604307,0.648,7.27e-06,B,0.0863,-6.403,Minor,0.0365,132.228,4/4,0.254,11.328098439461323
Soundtrack,Mark Mancina,42,0.647,0.204,125413,0.0261,0.918,A#,0.123,-23.737,Major,0.0389,102.619,4/4,0.0299,4.903705960064928
Rock,Queen,61,0.142,0.347,265981,0.919,0.00542,A,0.714,-7.39,Major,0.139,133.86,4/4,0.13,7.850098639148283
Pop,NOTD,79,0.0253,0.661,197939,0.725,0.0,F#,0.123,-4.859,Major,0.0563,119.927,4/4,0.605,4.198684018543365
Indie,Sammie,37,0.327,0.81,137962,0.525,0.0,F,0.104,-7.647,Major,0.0529,104.987,4/4,0.303,16.713801920239156
R&B,Jacob Banks,45,0.566,0.791,189573,0.67,0.00239,A#,0.128,-5.489,Major,0.0475,112.054,4/4,0.665,11.650751146151302
R&B,James Fortune,43,0.597,0.32,317133,0.744,0.0,F#,0.343,-4.72,Major,0.133,162.341,4/4,0.386,11.19067234770646
Blues,Blues Traveler,27,0.185,0.386,316840,0.908,0.0,F#,0.161,-5.784,Minor,0.108,168.003,4/4,0.609,14.794097074942037
Pop,Jaden Smith,64,0.0108,0.734,154456,0.722,0.000201,C,0.157,-4.872,Major,0.071,129.927,4/4,0.229,11.503568148516644
R&B,Tamia,48,0.237,0.804,267560,0.475,0.0,D#,0.0807,-7.344,Major,0.0503,130.042,4/4,0.644,14.229170053498999
Folk,Raffi,40,0.729,0.551,180253,0.144,1.57e-05,F,0.143,-14.911,Major,0.0305,112.134,3/4,0.453,13.99164911007801
Alternative,Nirvana,50,0.000256,0.28,142947,0.976,0.0,D,0.215,-4.387,Major,0.162,182.483,4/4,0.107,6.711698587276717
Rock,My Morning Jacket,55,0.107,0.824,252760,0.377,0.604,D,0.11,-9.222,Major,0.0436,116.342,4/4,0.779,11.363697629158773
Anime,Joe Hisaishi,11,0.962,0.192,77707,0.145,0.872,F#,0.117,-20.313,Minor,0.0415,143.258,4/4,0.0993,18.409274490231343
Movie,Lorie,6,0.00695,0.536,292787,0.939,0.0,C#,0.638,-6.322,Minor,0.0463,119.028,4/4,0.444,14.26547556116194
Ska,Propagandhi,29,0.000774,0.488,129920,0.984,0.0319,B,0.212,-3.126,Major,0.0527,144.11,4/4,0.399,9.502417042725197
Children's Music,La Ley,69,0.179,0.643,288067,0.679,1.4e-05,G,0.7,-6.382,Major,0.0287,132.199,4/4,0.491,2.706813189200396
Country,Deer Tick,47,0.529,0.501,223933,0.784,0.0766,C,0.131,-7.089,Major,0.0334,113.643,4/4,0.34,10.54307380472357
Ska,Rx Bandits,26,0.00194,0.7,225932,0.828,0.00231,A#,0.0801,-5.744,Minor,0.0375,108.977,3/4,0.838,8.844216880075365
Reggae,Leslie Shaw,56,0.0561,0.845,239360,0.716,0.0,C#,0.077,-4.038,Major,0.199,93.96,4/4,0.834,3.5471980803511514
Soul,Billie Holiday,53,0.983,0.64,207827,0.27,0.0589,F,0.15,-11.227,Minor,0.0756,123.769,4/4,0.595,5.647987545218203
Opera,Georges Bizet,10,0.968,0.176,148480,0.124,0.834,A,0.0873,-19.206,Minor,0.0392,79.525,3/4,0.0765,21.942872788053766
Children's Music,Cage The Elephant,48,0.000502,0.412,200680,0.966,0.0,A#,0.225,-3.007,Minor,0.0383,143.09,4/4,0.735,11.983848281915447
World,Kyle Bobby Dunn,30,0.992,0.157,320349,0.0346,0.969,F#,0.129,-25.891,Major,0.049,133.203,4/4,0.0288,13.893327250642203
Jazz,Jacob Young,54,0.976,0.415,509480,0.136,0.928,E,0.121,-17.602,Major,0.0379,113.201,4/4,0.0461,3.421415474921498
Country,Danielle Bradbery,45,0.154,0.659,216973,0.603,0.0,A#,0.112,-5.794,Major,0.0326,95.984,4/4,0.398,4.87161182217191
Ska,Reel Big Fish,30,0.117,0.64,196747,0.818,0.0,A,0.166,-3.507,Major,0.0651,97.914,4/4,0.878,8.3583749097183
Rock,Gorillaz,59,0.214,0.599,239613,0.869,0.129,G,0.108,-4.874,Major,0.0277,90.088,4/4,0.637,9.394221641299879
Rock,Logan Mize,56,0.155,0.557,210618,0.823,0.0,C#,0.355,-4.561,Major,0.0539,159.962,4/4,0.369,8.668428603071428
Anime,Jin,43,0.000838,0.585,234733,0.918,0.0893,B,0.166,-3.132,Minor,0.0482,99.986,4/4,0.966,4.529370309291448
Children's Music,Juice Music,1,0.422,0.853,189573,0.496,0.0,E,0.192,-11.412,Major,0.0379,108.965,4/4,0.967,20.040997422847894
R&B,Jeremih,54,0.0852,0.727,151933,0.645,1.24e-05,C#,0.405,-5.994,Minor,0.053,119.957,4/4,0.281,8.726274536737591
Rap,Zaytoven,50,0.0988,0.896,194760,0.529,0.0,A,0.085,-5.508,Major,0.232,150.109,4/4,0.483,10.883110771616217
Alternative,Casting Crowns,48,0.546,0.353,411733,0.363,0.0,B,0.961,-9.107,Major,0.0333,160.668,4/4,0.213,7.481113889672081
Alternative,Miranda!,66,0.178,0.648,225413,0.727,0.0,C,0.335,-5.45,Major,0.0361,169.941,4/4,0.839,1.7745544976592598
Ska,NOFX,31,0.00132,0.337,210867,0.974,0.00014,D,0.614,-7.267,Major,0.171,166.772,4/4,0.156,7.6398316480784745
Jazz,Stanley Turrentine,39,0.677,0.514,363387,0.513,0.0368,C,0.0487,-11.138,Minor,0.0344,96.783,4/4,0.707,13.01954356608073
Reggae,77 Jefferson,27,0.0966,0.799,244227,0.497,9.62e-06,D,0.112,-8.594,Minor,0.0549,116.093,4/4,0.682,13.95674373014093
Classical,The Tallis Scholars,44,0.995,0.101,186170,0.11,5.62e-06,D,0.154,-23.784,Minor,0.0438,86.665,4/4,0.0457,2.52659346195801
Blues,Black Rebel Motorcycle Club,36,0.00462,0.44,169267,0.998,7.52e-06,F,0.235,-1.931,Minor,0.161,149.116,4/4,0.181,12.08969058233429
Country,Kenny Chesney,56,0.0546,0.797,289973,0.7,2.91e-06,A,0.231,-7.876,Major,0.0283,104.932,4/4,0.715,3.952581986390207
Reggae,Slightly Stoopid,25,0.0624,0.343,326869,0.767,0.0235,D,0.7,-6.577,Major,0.0497,164.914,4/4,0.544,12.80679863474709
Hip-Hop,Token,54,0.795,0.438,232591,0.548,4.68e-05,G#,0.114,-8.491,Minor,0.53,182.603,3/4,0.088,11.19003563063768
Ska,Los Auténticos Decadentes,45,0.00748,0.543,321533,0.703,0.0,A,0.339,-8.273,Major,0.0812,115.193,4/4,0.645,10.091702483511787
Reggae,Pacho El Antifeka,29,0.724,0.654,248014,0.58,0.0,C,0.189,-8.289,Major,0.366,89.916,4/4,0.611,9.616293903415604
Hip-Hop,MadeinTYO,47,0.0417,0.813,212920,0.614,0.0,C#,0.0993,-5.977,Major,0.0858,145.019,4/4,0.308,17.306349985809632
Comedy,Patton Oswalt,31,0.796,0.549,221365,0.935,0.0,C#,0.911,-4.819,Minor,0.787,119.788,3/4,0.104,9.964367474468483
Indie,Matt Maltese,51,0.948,0.481,237928,0.293,7.11e-05,D,0.11,-5.999,Major,0.0294,82.965,4/4,0.134,11.776366889858352
Children's Music,Weezer,66,0.188,0.69,190280,0.798,0.0,G#,0.111,-3.347,Minor,0.039,92.967,4/4,0.645,5.615387342304788
Anime,Jin,35,0.0836,0.496,240920,0.952,0.0,B,0.0523,-4.011,Minor,0.0687,99.96,4/4,0.482,2.7543219326851336
World,Vineyard Worship,24,0.887,0.279,289640,0.132,0.0109,A,0.112,-12.361,Major,0.0323,113.867,4/4,0.0789,8.91537123676696
R&B,Sango,45,0.144,0.869,192000,0.843,0.19,D#,0.338,-5.412,Minor,0.302,130.067,4/4,0.634,7.383123462289231
Country,George Strait,52,0.0531,0.694,202307,0.338,0.000823,G,0.429,-16.927,Major,0.0275,109.062,4/4,0.575,8.651597260684566
Children's Music,Electric Guest,48,0.0108,0.643,223613,0.692,0.000215,C#,0.0785,-6.031,Minor,0.0359,145.675,4/4,0.707,10.239334946322197
Comedy,Gabriel Iglesias,34,0.879,0.614,106267,0.85,0.0,F#,0.851,-4.763,Minor,0.87,56.995,3/4,0.702,5.342832452619657
Folk,Alison Krauss,48,0.908,0.346,217360,0.218,7.42e-06,B,0.0967,-11.324,Major,0.0301,184.695,3/4,0.255,9.751949539794225
Country,Little Big Town,36,0.945,0.372,228693,0.332,0.00274,B,0.961,-11.61,Major,0.0342,134.715,4/4,0.0919,11.267289809287336
Anime,MY FIRST STORY,20,0.00122,0.504,203173,0.834,7.37e-06,G#,0.0819,-4.612,Major,0.0593,97.52,4/4,0.355,10.414337104285947
Country,George Strait,56,0.0755,0.604,180267,0.773,3.63e-06,F#,0.11,-6.63,Major,0.0368,127.901,4/4,0.563,2.3996467493820055
Reggae,CNCO,58,0.0504,0.741,208227,0.895,3.25e-06,A,0.278,-4.441,Minor,0.0591,99.969,4/4,0.636,-0.3605518377743853
Comedy,Gary Gulman,29,0.722,0.505,198720,0.885,0.0,D,0.909,-6.796,Minor,0.853,89.932,3/4,0.508,9.05096451011542
Ska,Alton Ellis,27,0.214,0.61,144133,0.288,8.23e-06,D,0.309,-14.712,Major,0.0648,105.809,4/4,0.668,10.121636337580494
Folk,Mandolin Orange,45,0.885,0.514,254080,0.271,0.0324,C,0.119,-9.408,Major,0.0289,133.838,4/4,0.272,10.625369892911783
Electronic,Blur,60,0.121,0.627,185093,0.891,0.0,E,0.281,-6.094,Major,0.0676,138.79,4/4,0.722,0.6025628841182898
Soundtrack,Jonny Greenwood,34,0.98,0.174,109973,0.295,0.881,F,0.122,-17.682,Minor,0.0381,172.164,4/4,0.498,9.938208606064945
Classical,Antônio Carlos Jobim,34,0.85,0.455,256360,0.338,0.0692,G,0.0832,-17.099,Minor,0.0455,101.414,4/4,0.569,16.107000500870015
Classical,Ludwig van Beethoven,37,0.826,0.156,1030760,0.0167,0.523,C,0.0683,-30.196,Major,0.0454,85.935,3/4,0.042,8.970647654917984
Alternative,Shinedown,58,0.00273,0.449,210707,0.971,0.0,A#,0.141,-3.66,Major,0.0476,144.031,4/4,0.414,6.29564663401415
Ska,Red Store Bums,19,0.109,0.399,220680,0.987,7.31e-05,F,0.242,-3.218,Major,0.0705,105.628,4/4,0.779,16.6418951312662
Ska,Tommy McCook,25,0.424,0.593,156533,0.784,0.102,C,0.229,-6.711,Major,0.142,121.755,4/4,0.755,10.13804337830503
Country,Blake Shelton,40,0.153,0.789,213800,0.72,3.71e-06,G,0.311,-6.296,Major,0.0418,125.963,4/4,0.675,12.82103496440183
Dance,Dada Life,45,0.145,0.692,223373,0.919,1.43e-05,G,0.15,-6.268,Major,0.143,128.043,4/4,0.25,11.563001978263706
Folk,Matt Maeson,61,0.0558,0.668,180320,0.491,0.0,C,0.15,-8.997,Minor,0.111,74.028,4/4,0.49,3.126936581288883
Hip-Hop,Gunna,76,0.0536,0.914,241995,0.415,0.0,F#,0.131,-10.708,Major,0.464,135.03,4/4,0.646,5.524172652328765
Ska,Propagandhi,22,0.000705,0.278,116267,0.969,4.76e-06,A,0.224,-3.355,Major,0.0668,104.645,4/4,0.419,13.919383863610795
Pop,Red Velvet,63,0.00909,0.706,211213,0.902,0.00137,G,0.17,-2.543,Minor,0.0352,130.024,4/4,0.964,10.704691764708164
Soundtrack,James Newton Howard,32,0.466,0.112,164533,0.143,0.852,E,0.115,-17.217,Minor,0.0393,93.165,3/4,0.0454,10.117858299607905
Reggae,Nicky Jam,44,0.131,0.69,160654,0.802,0.0,C#,0.0413,-7.54,Major,0.0841,88.023,4/4,0.9,11.494819100841815
World,Yasmin Levy,35,0.00212,0.657,210651,0.441,0.0272,C,0.169,-10.163,Major,0.0305,140.031,4/4,0.204,12.340715453879035
Soundtrack,James Horner,41,0.305,0.225,384893,0.163,0.941,A,0.38,-23.092,Major,0.0389,129.175,3/4,0.0426,7.190281555283039
Jazz,El Jazzy Chavo,44,0.0554,0.61,184000,0.554,0.882,F,0.13,-8.864,Minor,0.049,172.017,4/4,0.601,7.999672396739878
Comedy,Patton Oswalt,24,0.848,0.64,139000,0.534,0.0,C#,0.915,-11.234,Major,0.96,87.283,4/4,0.555,9.045146859441926
Hip-Hop,Lil Baby,49,0.0244,0.653,174813,0.596,0.0,C,0.135,-7.608,Major,0.238,150.008,4/4,0.145,18.40446215615684
Movie,Riders In The Sky,6,0.667,0.585,180227,0.404,0.0,G,0.175,-6.235,Major,0.0498,206.534,4/4,0.911,12.939270179443335
Comedy,Robin Williams,20,0.683,0.516,137480,0.488,7.57e-06,D,0.162,-8.079,Major,0.0906,181.196,4/4,0.568,8.169095311282083
Electronic,Alexander Lewis,38,0.0332,0.608,218624,0.938,0.0,B,0.31,-2.681,Minor,0.287,134.198,4/4,0.436,12.87253769715725
Reggae,Kevin Roldan,51,0.0938,0.814,216000,0.576,0.0,D,0.0597,-5.271,Major,0.346,118.108,4/4,0.186,7.7159246449525325
Alternative,Jhene Aiko,47,0.000107,0.759,348693,0.874,0.0,C#,0.0898,-6.972,Major,0.0401,119.993,4/4,0.564,11.75634631259918
Pop,Cashmere Cat,70,0.229,0.751,186231,0.658,0.00222,C#,0.0958,-4.578,Major,0.0956,100.005,4/4,0.496,6.960676548826811
Children's Music,Dead Prez,63,0.000633,0.725,214067,0.737,0.00417,E,0.109,-7.453,Major,0.324,77.161,4/4,0.219,7.096733644767785
Blues,JJ Grey & Mofro,23,0.378,0.812,251947,0.381,6.39e-05,C,0.0759,-10.952,Major,0.0438,94.366,4/4,0.568,21.014099963818023
Dance,Electric Guest,59,0.0508,0.73,241480,0.573,0.0472,C#,0.062,-7.009,Major,0.0375,117.692,4/4,0.6,6.831507753760401
Rock,Jake Owen,70,0.208,0.6,167427,0.808,0.0,E,0.196,-4.679,Major,0.0403,172.016,4/4,0.809,8.660994950890474
Ska,Tsunami Bomb,32,2.81e-05,0.46,188653,0.947,0.0128,E,0.0866,-2.643,Minor,0.0616,167.92,4/4,0.43,6.921238355866261
R&B,Melanie Fiona,49,0.215,0.62,250413,0.789,0.0,G#,0.1,-4.265,Major,0.0469,107.359,4/4,0.444,10.069258780622986
Pop,Rihanna,65,0.239,0.694,263173,0.778,0.0,D,0.106,-2.987,Major,0.0832,99.985,4/4,0.564,10.220988343572245
Ska,The Vandals,44,0.00606,0.489,113960,0.985,0.0,B,0.047,-4.653,Minor,0.149,163.891,4/4,0.634,0.23561072114146717
Indie,Blossoms,65,0.00373,0.54,166792,0.932,0.000187,C,0.287,-3.81,Major,0.045,102.0,4/4,0.769,2.7618908614499205
Anime,PENGUIN RESEARCH,10,0.00978,0.521,204840,0.989,1.19e-06,D,0.0581,-2.742,Major,0.0845,91.99,4/4,0.576,16.657667397814315
Jazz,CoryaYo,39,0.501,0.74,104347,0.153,0.844,A#,0.111,-11.111,Major,0.102,91.99,4/4,0.713,7.912016240790845
Alternative,Foo Fighters,61,1.4e-05,0.377,265560,0.908,1.4e-05,E,0.241,-3.793,Minor,0.0899,144.563,4/4,0.265,8.989931345280676
Country,Merle Haggard,55,0.512,0.75,174667,0.451,0.0,E,0.272,-13.355,Major,0.048,95.483,4/4,0.743,5.43196879246504
Reggae,Pepper,21,0.817,0.631,216840,0.226,2.59e-06,D,0.096,-11.958,Major,0.0296,85.168,4/4,0.306,15.2944193089099
Soundtrack,Jeremy Soule,45,0.943,0.165,172743,0.0101,0.84,B,0.0957,-41.372,Minor,0.0402,78.207,4/4,0.0323,8.609464521042334
Hip-Hop,Gorilla Zoe,57,0.0162,0.722,287187,0.564,0.176,C,0.351,-7.476,Minor,0.0668,136.039,4/4,0.553,15.242243518683127
Country,Kane Brown,49,0.122,0.524,211250,0.825,0.0,A,0.278,-4.422,Major,0.0486,160.049,4/4,0.686,10.440453521264844
Hip-Hop,Juicy J,50,0.0235,0.825,261922,0.672,0.0,D,0.696,-5.849,Major,0.343,144.042,4/4,0.342,17.49012587447682
Blues,The Fabulous Thunderbirds,33,0.61,0.673,183560,0.605,0.0,E,0.195,-5.677,Major,0.0559,128.593,4/4,0.84,12.327264585420847
Blues,Jethro Tull,40,0.16,0.633,229160,0.748,0.000122,A,0.0795,-9.879,Major,0.069,122.485,4/4,0.765,11.071137930592707
Ska,Rancid,30,0.000181,0.262,87800,0.986,1.95e-06,C#,0.749,-3.871,Major,0.0627,165.924,4/4,0.296,9.999951463986905
Indie,Loving,64,0.505,0.577,153256,0.447,0.951,B,0.171,-9.709,Minor,0.0273,79.382,4/4,0.244,4.683093854167912
Ska,Tsunami Bomb,22,0.000869,0.55,262827,0.748,0.000555,D,0.0888,-4.805,Major,0.0335,95.118,4/4,0.177,8.106829865262844
World,Shane & Shane,42,0.772,0.269,269782,0.382,7.8e-06,G,0.155,-10.388,Major,0.0307,124.213,4/4,0.181,6.363269407003751
Reggae,Christopher Martin,38,0.0717,0.651,193839,0.685,0.0,C#,0.0594,-5.482,Major,0.16,178.173,4/4,0.754,9.551176690995362
Ska,The Aquabats!,19,0.00481,0.524,186773,0.883,0.0,A,0.247,-5.482,Minor,0.0542,182.174,4/4,0.896,16.137653534532934
Children's Music,Saba,59,0.295,0.735,211296,0.639,0.0,F#,0.108,-7.464,Minor,0.247,158.865,4/4,0.695,8.322555418827449
Country,Granger Smith,41,0.436,0.596,207973,0.868,0.0,A,0.137,-3.552,Major,0.0517,148.155,4/4,0.869,12.204278850237051
Dance,Broken Bells,55,0.00676,0.741,221427,0.634,2.59e-05,A,0.337,-6.625,Minor,0.0264,113.999,4/4,0.951,10.493445752126576
World,Oumou Sangaré,40,0.377,0.653,286187,0.724,0.000111,F,0.108,-7.759,Minor,0.0373,95.042,4/4,0.896,9.406929792938143
Dance,Calvin Harris,64,0.015,0.606,232227,0.949,2.76e-05,G,0.109,-2.749,Minor,0.0414,120.031,4/4,0.436,5.521648421081141
Classical,Johannes Brahms,38,0.993,0.448,334760,0.0146,0.885,D#,0.0862,-28.024,Major,0.0691,76.4,3/4,0.142,3.400079668277326
Children's Music,Tommee Profitt,68,0.308,0.526,234716,0.671,4.07e-05,G,0.0869,-7.445,Minor,0.0968,88.033,4/4,0.102,4.647674002473174
World,Cheikh Lô,33,0.506,0.489,327893,0.548,0.0612,G,0.166,-12.629,Major,0.0584,142.659,4/4,0.461,11.902391939839363
Classical,Antonín Dvořák,0,0.968,0.278,210013,0.084,4.33e-05,G#,0.337,-22.924,Major,0.0543,73.821,3/4,0.0924,26.31650270448257
Electronic,Nightmares On Wax,39,0.00124,0.882,170160,0.481,0.82,A,0.102,-13.103,Minor,0.083,125.953,4/4,0.965,8.463693560946787
Blues,Z.Z. Hill,29,0.238,0.786,219693,0.721,0.00087,A#,0.12,-6.94,Major,0.0625,130.799,3/4,0.891,14.033723457772387
Soul,Henry Green,39,0.645,0.588,213664,0.278,0.00331,C,0.0842,-13.369,Major,0.134,119.815,4/4,0.121,12.816080415551296
Blues,Bad Company,51,0.132,0.662,254400,0.763,0.0013,C,0.067,-7.475,Major,0.0397,126.333,4/4,0.699,3.3692151024143917
Soul,O.V. Wright,43,0.494,0.689,232093,0.479,0.000285,F,0.0755,-11.237,Minor,0.0249,79.421,4/4,0.814,10.99079621042222
Rock,Kings of Leon,63,0.0263,0.488,210133,0.624,0.00223,A,0.122,-8.357,Major,0.0329,116.723,4/4,0.308,9.570876132859416
Anime,Capcom Sound Team,14,0.00108,0.363,68587,0.792,0.581,C#,0.874,-8.734,Minor,0.08,138.95,4/4,0.348,11.489710910755539
Soul,Billy Stewart,37,0.702,0.665,254867,0.793,0.000345,G,0.11,-6.739,Minor,0.0458,113.311,4/4,0.801,11.480162525584726
Opera,Giuseppe Verdi,4,0.982,0.379,117280,0.187,6.67e-05,C,0.097,-20.007,Major,0.093,159.459,4/4,0.0991,19.44542428006967
Country,Joe Nichols,55,0.192,0.539,207120,0.89,2.36e-06,C,0.102,-4.422,Major,0.0603,120.048,4/4,0.243,9.34057250311483
Rock,Gungor,56,0.05,0.558,310293,0.408,0.013,D,0.125,-8.235,Major,0.0253,82.021,4/4,0.162,10.359492261817019
Country,Johnny Cash,65,0.877,0.611,158573,0.479,6.5e-06,F,0.106,-8.074,Minor,0.117,82.366,4/4,0.79,3.3433799217124403
Dance,Ava Max,64,0.785,0.817,179266,0.45,0.0,C#,0.0461,-7.434,Major,0.0376,126.992,4/4,0.635,4.177423563860105
Blues,Alice Cooper,33,0.0935,0.477,176600,0.955,0.000187,C,0.243,-5.331,Major,0.122,137.984,4/4,0.692,8.56253246940553
World,Shane & Shane,36,0.295,0.473,408316,0.514,0.0017,B,0.0951,-11.389,Major,0.0303,148.07,4/4,0.238,8.960491544177094
Dance,Krewella,52,0.0909,0.583,199756,0.729,2.02e-05,F#,0.367,-4.525,Major,0.0314,144.994,4/4,0.318,11.852571359358977
Rap,Jon Bellion,75,0.0508,0.584,217603,0.569,0.0,C,0.0924,-4.259,Major,0.166,89.779,4/4,0.501,6.572375633747231
Anime,fripSide,20,0.428,0.665,324520,0.933,2.62e-05,B,0.154,-4.038,Minor,0.0439,101.992,4/4,0.769,12.012497286470769
Blues,Cage The Elephant,29,2.57e-05,0.388,134267,0.97,0.00317,F,0.352,-4.27,Minor,0.102,155.049,4/4,0.325,10.791322553203592
Comedy,Chris Rock,22,0.817,0.662,162093,0.643,0.0,A,0.779,-13.55,Minor,0.958,83.938,4/4,0.153,11.583871544820957
Country,Black Mountain Whiskey Rebellion,42,0.0505,0.264,277921,0.849,0.0,C,0.798,-4.975,Major,0.0711,90.16,4/4,0.509,12.576748311030022
Indie,Dermot Kennedy,59,0.124,0.62,256998,0.535,2.26e-05,B,0.111,-6.862,Major,0.0512,101.921,4/4,0.159,8.198602324790514
Children's Music,The Kids Pop Band,0,0.83,0.79,58589,0.488,1.04e-06,A,0.135,-6.49,Major,0.0328,111.568,4/4,0.973,27.757695726618493
Blues,The Wood Brothers,32,0.883,0.485,268307,0.113,0.00763,D,0.108,-13.116,Major,0.0345,145.722,4/4,0.0628,12.732265911483715
Movie,Susan Egan,14,0.869,0.476,224732,0.352,3.46e-06,B,0.12,-10.293,Major,0.0278,113.892,4/4,0.378,13.401022937711401
Dance,OneRepublic,74,0.0654,0.664,257840,0.705,0.0,C#,0.115,-4.972,Minor,0.0382,122.017,4/4,0.477,-0.1783902272271002
Anime,Rei Yasuda,31,0.0295,0.335,204573,0.927,0.0,A,0.32,-2.508,Major,0.217,173.027,4/4,0.716,5.535129819425552
